Data,Cod_adult_M_ICES_2024,Cod_juv_M_ICES_2025,Cod_adult_new_min,Cod_juvenile_new_min,Cod_adult_new_max,Cod_juvenile_new_max
2019.166667,34906.01908,57117.55539,9593.083806,9173.288473,2548.799313,6695.146786
2019.25,34941.83577,57148.55836,9542.427911,9043.491493,2525.818413,6493.763143
2019.333333,34978.06148,57176.66049,9488.554209,8913.139989,2496.296818,6302.301813
2019.416667,35014.6081,57201.89327,9431.855977,8782.127777,2461.255179,6120.527587
2019.5,35051.36866,57224.26926,9372.650985,8650.394291,2421.630536,5948.209476
2019.583333,35088.24564,57243.83253,9311.168908,8517.912002,2378.283916,5785.10256
2019.666667,35125.16352,57260.62711,9247.65358,8384.687203,2332.000761,5630.949246
2019.75,35162.05937,57274.69706,9182.323663,8250.750568,2283.493458,5485.458583
2019.833333,35198.90174,57286.08641,9115.397033,8116.146147,2233.398803,5348.304573
2019.916667,35235.7095,57294.83923,9047.089208,7980.940795,2182.282232,5219.125743
2020,35271.20213,57302.21399,8972.396894,7850.441418,2129.153918,5099.005663
2020.083333,35315.70557,57313.20693,8775.711038,7723.39267,2029.943033,5002.075934
2020.166667,35368.11549,57329.06393,8590.337457,7601.025515,1938.536726,4912.589313
2020.25,35428.38784,57346.1228,8413.556233,7482.719357,1853.997959,4829.582578
2020.333333,35496.43138,57362.70973,8243.739192,7368.102155,1775.699646,4752.174431
2020.416667,35571.99756,57378.13255,8079.958196,7256.915132,1703.174745,4679.496665
2020.5,35654.91019,57392.32205,7921.680744,7148.938838,1636.035603,4610.675582
2020.583333,35745.07488,57405.41667,7768.632328,7043.967194,1573.933418,4544.841707
2020.666667,35842.35321,57417.79394,7620.66193,6941.776819,1516.550211,4481.142458
2020.75,35946.72942,57429.91322,7477.688533,6842.132532,1463.583208,4418.759034
2020.833333,36058.1532,57442.36601,7339.645281,6744.784207,1414.759194,4356.913594
2020.916667,36176.61824,57455.80041,7206.4779,6649.46992,1369.820579,4294.888686
2021,36300.67414,57472.33071,7074.322033,6559.724069,1327.302473,4233.267477
2021.083333,36430.25167,57490.453,6941.402418,6446.304008,1282.750666,4133.537609
2021.166667,36565.32881,57513.52117,6808.736074,6338.133827,1240.175974,4034.336858
2021.25,36705.87096,57542.52942,6676.811455,6234.642092,1199.639205,3935.185937
2021.333333,36851.73024,57578.49714,6546.054481,6135.292371,1161.158096,3835.743642
2021.416667,37002.66439,57622.49403,6416.771909,6039.576153,1124.719132,3735.791655
2021.5,37158.27698,57675.67793,6289.2528,5947.014032,1090.27882,3635.22525
2021.583333,37318.03631,57739.19404,6163.734694,5857.14941,1057.770017,3534.036828
2021.666667,37481.19356,57814.24424,6040.429961,5769.552042,1027.105732,3432.300708
2021.75,37646.83949,57902.09331,5919.515578,5683.828254,998.0832722,3330.062497
2021.833333,37813.832,58004.04378,5800.812995,5599.562745,970.5670852,3227.627504
2021.916667,37980.84968,58121.44854,5684.035512,5516.384258,944.4494894,3125.428565
2022,38144.17054,58255.33327,5572.492965,5431.689681,921.0990946,3022.312012
2022.083333,38289.06393,58405.01836,5417.793958,5306.904254,884.1069443,2890.537004
2022.166667,38418.34256,58573.78849,5271.43207,5182.189616,850.7375341,2761.25007
2022.25,38534.32838,58763.49994,5132.635296,5057.543016,820.3004363,2634.922052
2022.333333,38639.0381,58975.37344,5000.772028,4932.980578,792.2171272,2511.960873
2022.416667,38734.21788,59210.2333,4875.285384,4808.535336,766.0049407,2392.709001
2022.5,38821.30556,59468.6899,4755.668821,4684.265104,741.2690452,2277.445986
2022.583333,38901.52502,59751.17112,4641.450404,4560.242244,717.6927305,2166.38719
2022.666667,38975.94282,60057.94754,4532.206178,4436.554458,695.0268515,2059.68928
2022.75,39045.45251,60389.08208,4427.522022,4313.305965,673.0788485,1957.459515
2022.833333,39110.78085,60744.5244,4326.997969,4190.633231,651.6954338,1859.762503
2022.916667,39172.45328,61124.01651,4230.247428,4068.69239,630.7638588,1766.625271
2023,39233.1661,61525.06031,4133.127991,3951.429601,608.3754178,1679.864467
2023.083333,39294.78189,61945.32128,4023.753197,3793.664985,578.9661494,1567.415103
2023.166667,39358.83601,62382.42089,3913.306325,3642.919611,548.9897591,1463.988597
2023.25,39426.59954,62833.92394,3802.30021,3498.830875,518.939892,1368.786838
2023.333333,39499.095,63297.38896,3691.162347,3361.101459,489.2130691,1281.079282
2023.416667,39577.11524,63770.29897,3580.275002,3229.46885,460.1226222,1200.199571
2023.5,39661.30524,64250.16215,3469.978756,3103.68646,431.9143182,1125.536666
2023.583333,39752.19356,64734.43005,3360.583904,2983.522846,404.7701598,1056.531469
2023.666667,39850.18293,65220.59827,3252.379902,2868.750496,378.8210538,992.671754
2023.75,39955.62572,65706.12467,3145.618643,2759.153499,354.1531453,933.4917457
2023.833333,40068.74532,66188.56146,3040.513874,2654.531677,330.8116183,878.5678975
2023.916667,40189.73364,66665.47348,2937.253191,2554.699599,308.810408,827.5172015
2024,40318.83609,67134.35002,2836.722059,2458.746627,288.304069,779.8265874
2024.083333,40456.12818,67592.88175,2770.518866,2390.903265,267.6136158,731.0072189
2024.166667,40601.67913,68038.83485,2704.833228,2325.188131,248.4826427,685.5247069
2024.25,40755.46376,68470.08876,2639.834058,2261.606142,230.8022014,643.0999244
2024.333333,40917.41286,68884.68651,2575.62302,2200.16005,214.4675664,603.4778143
2024.416667,41087.36913,69280.78443,2512.268542,2140.848283,199.3803466,566.4261226
2024.5,41265.03365,69656.79052,2449.818803,2083.665138,185.4463734,531.7345537
2024.583333,41450.0698,70011.33302,2388.308214,2028.596851,172.578235,499.2126595
2024.666667,41641.95844,70343.30446,2327.767844,1975.623953,160.6897861,468.6932171
2024.75,41840.00425,70651.93715,2268.210474,1924.730911,149.7041719,440.0237833
2024.833333,42043.41754,70936.74029,2209.639055,1875.903763,139.5555167,413.0603608
2024.916667,42250.75103,71198.05367,2152.092127,1829.08273,130.1847012,387.6724649
2025,42457.95552,71439.0361,2095.417492,1784.393859,121.4308368,363.8503832
2025.083333,42662.13648,71662.40592,2039.720351,1741.701665,113.27661,341.4598308
2025.166667,42861.04122,71870.49136,1985.093519,1700.877153,105.6975286,320.3872142
2025.25,43053.19414,72065.306,1931.606213,1661.794079,98.66614428,300.5324532
2025.333333,43237.50036,72248.56767,1879.324109,1624.330823,92.15078616,281.811514
2025.416667,43413.37783,72421.72994,1828.297549,1588.367729,86.11809408,264.1504975
2025.5,43580.44271,72586.09535,1778.565269,1553.789272,80.53386336,247.4856396
2025.583333,43738.61319,72742.72103,1730.158536,1520.484449,75.36346704,231.7611992
2025.666667,43887.93961,72892.48793,1683.097407,1488.346877,70.57396728,216.9273474
2025.75,44028.61705,73036.15743,1637.387781,1457.280696,66.13158168,202.9414338
2025.833333,44160.93494,73174.30844,1593.019531,1427.204889,62.00210556,189.7662978
2025.916667,44285.36524,73307.36885,1549.964832,1398.05427,58.15260108,177.3702684
2026,44402.3547,73435.60923,1508.980058,1368.981914,54.611361,165.6638222
2026.083333,44512.44448,73559.19948,1469.92009,1339.996572,51.33404592,154.6326018
2026.166667,44616.15999,73678.21512,1432.63961,1311.118299,48.28307292,144.2592936
2026.25,44713.99519,73792.72534,1396.994875,1282.374429,45.42803784,134.5244728
2026.333333,44806.40944,73902.63578,1362.844011,1253.798686,42.74360388,125.406603
2026.416667,44893.92815,74007.95273,1330.053793,1225.428235,40.201056,116.8816144
2026.5,44976.91944,74108.55662,1298.496603,1197.301223,37.79406,108.9233255
2026.583333,45055.7986,74204.31531,1268.053965,1169.456782,35.555976,101.5047104
2026.666667,45130.90543,74295.12183,1238.616154,1141.933552,33.36012,94.59747648
2026.75,45202.53568,74380.84405,1210.08613,1114.76732,31.333176,88.17333084
2026.833333,45271.01025,74461.37498,1182.375404,1087.990927,29.390688,82.20229164
2026.916667,45336.58715,74536.58249,1155.410236,1061.631999,27.532656,76.65564384
2027,45399.48346,74606.37219,1129.214617,1035.624465,25.801308,71.50636152
2027.083333,45459.86278,74670.65598,1103.7152,1010.003427,24.112188,66.72615192
2027.166667,45517.97996,74729.37095,1078.849159,984.796609,22.549752,62.2884114
2027.25,45573.91366,74782.44787,1054.565268,960.0272158,21.071772,58.16907
2027.333333,45627.8086,74829.91191,1030.819777,935.7143211,19.678248,54.3432132
2027.416667,45679.72141,74871.75679,1007.575913,911.8754258,18.36918,50.78930472
2027.5,45729.7748,74908.01396,984.8013283,888.5254745,17.144568,47.48580828
2027.583333,45777.97507,74938.82185,962.4693794,865.6777404,16.004412,44.41372128
2027.666667,45824.35995,74964.26857,940.5567642,843.3443167,14.906484,41.552352
2027.75,45868.87912,74984.54918,919.0413606,821.535183,13.893012,38.891988
2027.833333,45911.48224,74999.92166,897.9074376,800.259827,12.963996,36.400536
2027.916667,45951.97738,75010.79504,877.1403454,779.5258195,12.077208,34.077996
2028,45990.16319,75017.59719,856.7262211,759.3393544,11.274876,31.924368
2028.083333,46025.88864,75020.7623,836.6562158,739.7047089,10.514772,29.939652
2028.166667,46058.99014,75020.78747,816.9226114,720.6239966,9.796896,28.039392
2028.25,46089.40161,75018.08171,797.5192139,702.0971686,9.121248,26.265816
2028.333333,46117.01608,75013.09179,778.4424836,684.12216,8.530056,24.618924
2028.416667,46141.85558,75006.17008,759.6914374,666.6948905,7.938864,23.098716
2028.5,46163.961,74997.68155,741.2638139,649.8090187,7.3899,21.620736
2028.583333,46183.39841,74987.91564,723.1614813,633.4567771,6.925392,20.26944
2028.666667,46200.22446,74977.15553,705.3853243,617.6280389,6.460884,19.0026
2028.75,46214.63105,74965.59628,687.9382926,602.3110548,5.996376,17.820216
2028.833333,46226.72202,74953.42666,670.8249089,587.4902413,5.616324,16.68006
2028.916667,46236.66411,74940.81027,654.0532845,573.1465734,5.236272,15.62436
2029,46244.6052,74927.8478,637.6316292,559.2593056,4.898448,14.653116
2029.083333,46250.75293,74914.60846,621.5672678,545.8063161,4.602852,13.681872
2029.166667,46255.26463,74901.18034,605.8684591,532.7647946,4.307256,12.837312
2029.25,46258.28816,74887.58233,590.5407582,520.1121276,4.0158828,11.992752
2029.333333,46260.04375,74873.87106,575.5891303,507.8259474,3.7625148,11.232648
2029.416667,46260.6258,74860.02764,561.0172623,495.8848694,3.5218152,10.514772
2029.5,46260.15702,74846.05208,546.8252034,484.2685415,3.3022296,9.796896
2029.583333,46258.84504,74831.95696,533.0139368,472.9578895,3.0953124,9.163476
2029.666667,46256.73706,74817.736,519.5795296,461.9354127,2.9010636,8.572284
2029.75,46253.96523,74803.34514,506.5186392,451.18479,2.7194832,8.02332
2029.833333,46250.62394,74788.80955,493.8256611,440.691175,2.5505712,7.474356
2029.916667,46246.78868,74774.09148,481.4944013,430.440803,2.3901048,6.96762
2030,46242.55071,74759.18464,469.5167484,420.4211382,2.2423068,6.503112
2030.083333,46237.93204,74744.07643,457.8844926,410.6209476,2.1029544,6.080832
2030.166667,46233.02392,74728.77317,446.588687,401.0302518,1.9720476,5.70078
2030.25,46227.86095,74713.26854,435.6185654,391.640374,1.8495864,5.320728
2030.333333,46222.46202,74697.56885,424.9643452,382.4435224,1.731348,4.940676
2030.416667,46216.87117,74681.68667,414.6150144,373.4330605,1.6215552,4.64508
2030.5,46211.11986,74665.62831,404.5593646,364.6032118,1.520208,4.307256
2030.583333,46205.1955,74649.42522,394.7863102,355.9492326,1.4230836,4.032774
2030.666667,46199.12957,74633.08369,385.2853312,347.467018,1.330182,3.7667376
2030.75,46192.91262,74616.67924,376.0446782,339.1532004,1.245726,3.5175924
2030.833333,46186.56038,74600.22445,367.0537081,331.0049533,1.1654928,3.2853384
2030.916667,46180.02251,74583.75708,358.3020482,323.0200643,1.0894824,3.0699756
2031,46173.33362,74567.35892,349.7794487,315.1969114,1.0176948,2.871504
2031.083333,46166.43708,74551.06144,341.476053,307.5340441,0.95013,2.681478
2031.166667,46159.37694,74534.94645,333.3819063,300.0304302,0.886788,2.5083432
2031.25,46152.11229,74519.03281,325.4884302,292.6852586,0.8318916,2.3478768
2031.333333,46144.64943,74503.38975,317.7872674,285.4978164,0.7769952,2.195856
2031.416667,46136.97577,74488.04243,310.2700117,278.4677595,0.7220988,2.0522808
2031.5,46129.15739,74473.03491,302.9291169,271.5944979,0.675648,1.921374
2031.583333,46121.15338,74458.40494,295.7580449,264.8775402,0.6291972,1.7989128
2031.666667,46112.99205,74444.14622,288.7496675,258.3164438,0.5869692,1.6806744
2031.75,46104.70488,74430.3028,281.8986017,251.9105204,0.548964,1.5751044
2031.833333,46096.33591,74416.8621,275.1986532,245.6589099,0.5109588,1.4737572
2031.916667,46087.83479,74403.82412,268.6456436,239.5606536,0.4771764,1.3808556
2032,46079.32423,74391.19515,262.2349026,233.6143996,0.4476168,1.2921768
2032.083333,46070.76963,74378.95001,255.9626941,227.8186731,0.41721264,1.2119436
2032.166667,46062.18042,74367.08872,249.8254049,222.1716306,0.38976444,1.1317104
2032.25,46053.66043,74355.59869,243.8198641,216.6712073,0.36400536,1.0599228
2032.333333,46045.1656,74344.44215,237.943712,211.3149946,0.3399354,0.992358
2032.416667,46036.74629,74333.60024,232.1943924,206.1003745,0.31755456,0.929016
2032.5,46028.40877,74323.04778,226.5699143,201.0244835,0.29686284,0.8698968
2032.583333,46020.17194,74312.77219,221.068557,196.0842738,0.27743796,0.8150004
2032.666667,46012.01062,74302.7483,215.6884525,191.2764639,0.25927992,0.7643268
2032.75,46003.99717,74292.95093,210.4282981,186.5976494,0.242811,0.7136532
2032.833333,45996.13474,74283.3738,205.2866067,182.0442663,0.22676436,0.6672024
2032.916667,45988.39501,74273.96657,200.2620018,177.6127137,0.21240684,0.6249744
2033,45980.79686,74264.74182,195.3532666,173.2992922,0.19889388,0.5827464
2033.083333,45973.32771,74255.64292,190.5590986,169.1002657,0.1858032,0.5447412
2033.166667,45966.00643,74246.69504,185.8778876,165.0118981,0.17397936,0.5109588
2033.25,45958.80785,74237.84784,181.308589,161.0305023,0.16300008,0.4771764
2033.333333,45951.73512,74229.13907,176.8494454,157.1524037,0.15244308,0.4476168
2033.416667,45944.82285,74220.50581,172.4992155,153.3739767,0.14273064,0.41679036
2033.5,45938.02385,74211.96694,168.2559942,149.6917678,0.13386276,0.38976444
2033.583333,45931.30664,74203.50358,164.1184544,146.1023482,0.12541716,0.36400536
2033.666667,45924.71529,74195.1346,160.0845805,142.6024364,0.11739384,0.34035768
2033.75,45918.26237,74186.82226,156.1524798,139.1888739,0.1097928,0.31797684
2033.833333,45911.86293,74178.59801,152.3203702,135.8586251,0.10303632,0.29728512
2033.916667,45905.55474,74170.41781,148.5860888,132.6088755,0.09627984,0.27743796
2034,45899.31891,74162.32571,144.9475339,129.4368231,0.09036792,0.25927992
2034.083333,45893.15859,74154.29652,141.4025793,126.3399361,0.084456,0.24238872
2034.166667,45887.08007,74146.34914,137.9488655,123.3158304,0.07896636,0.22634208
2034.25,45881.02358,74138.4521,134.5843523,120.3622075,0.073899,0.21156228
2034.333333,45875.03315,74130.64316,131.306557,117.4769661,0.06925392,0.19762704
2034.416667,45869.06475,74122.89084,128.1133167,114.6581027,0.06460884,0.18495864
2034.5,45863.16242,74115.21404,125.0021857,111.9037985,0.06038604,0.17271252
2034.583333,45857.27897,74107.60645,121.9707305,109.2124067,0.05658552,0.16131096
2034.666667,45851.46473,74100.06808,119.0168373,106.5822926,0.052785,0.15075396
2034.75,45845.66623,74092.58005,116.1381095,104.0119938,0.04940676,0.14104152
2034.833333,45839.91492,74085.16753,113.3321875,101.5001461,0.04602852,0.13175136
2034.916667,45834.19192,74077.79277,110.5968836,99.04550812,0.04307256,0.12330576
2035,45828.50354,74070.46205,107.9301085,96.64689398,0.040369968,0.11528244
2035.083333,45822.8592,74063.19425,105.3296747,94.30316683,0.037709604,0.10810368
2035.166667,45817.23374,74055.96421,102.7934253,92.01331274,0.03526038,0.10092492
2035.25,45811.65547,74048.76564,100.3194552,89.77633009,0.03293784,0.09459072
2035.333333,45806.11181,74041.57965,97.90584732,87.5912541,0.030741984,0.08825652
2035.416667,45800.59647,74034.41253,95.55065978,85.45720605,0.028757268,0.08276688
2035.5,45795.11888,74027.27059,93.25225802,83.37328263,0.026857008,0.07727724
2035.583333,45789.68848,74020.13493,91.00887229,81.3386051,0.025083432,0.07220988
2035.666667,45784.28955,74012.99928,88.81894177,79.35234388,0.02343654,0.0675648
2035.75,45778.94725,74005.86992,86.6808872,77.41363869,0.021916332,0.063342
2035.833333,45773.62068,73998.71539,84.59328907,75.52163537,0.02048058,0.0591192
2035.916667,45768.33501,73991.58603,82.55480165,73.67549205,0.019129284,0.05531868
2036,45763.07137,73984.41892,80.5641099,71.87436073,0.017862444,0.05194044
2036.083333,45757.85177,73977.2581,78.61999713,70.11738112,0.016722288,0.0485622
2036.166667,45752.6542,73970.05952,76.72127119,68.40368676,0.01562436,0.04560624
2036.25,45747.48809,73962.86094,74.86693047,66.73238049,0.014610888,0.04265028
2036.333333,45742.31568,73955.6372,73.05583199,65.10260202,0.013639644,0.039778776
2036.416667,45737.20935,73948.39457,71.28702328,63.51343574,0.012752856,0.037202868
2036.5,45732.08728,73941.11419,69.55955187,61.96399677,0.011950524,0.034795872
2036.583333,45726.98095,73933.82752,67.87255746,60.45335108,0.011148192,0.032557788
2036.666667,45721.90923,73926.53456,66.22522278,58.98060149,0.010430316,0.030446388
2036.75,45716.8375,73919.21642,64.61659533,57.54482627,0.009754668,0.028461672
2036.833333,45711.76892,73911.87312,63.04602377,56.14509752,0.009163476,0.026645868
2036.916667,45706.72237,73904.51094,61.5125679,54.78051806,0.008572284,0.02491452
2037,45701.68525,73897.14876,60.01558865,53.45015388,0.00802332,0.023267628
2037.083333,45696.64499,73889.76141,58.5543732,52.15310778,0.007474356,0.02174742
2037.166667,45691.62046,73882.36776,57.12812884,50.88850106,0.007009848,0.020353896
2037.25,45686.59593,73874.95524,55.73619807,49.65543653,0.00654534,0.0190026
2037.333333,45681.55881,73867.54272,54.37784349,48.45305082,0.00612306,0.017777988
2037.416667,45676.53743,73860.12391,53.05244445,47.28048979,0.005743008,0.016595604
2037.5,45671.52233,73852.71139,51.75920824,46.13692079,0.005362956,0.015539904
2037.583333,45666.50409,73845.27999,50.4975972,45.0215296,0.005025132,0.014526432
2037.666667,45661.46698,73837.85488,49.26680938,43.93352968,0.004687308,0.013555188
2037.75,45656.46762,73830.4109,48.06622723,42.87214368,0.004391712,0.0126684
2037.833333,45651.43994,73822.9795,46.89518708,41.8366342,0.004121453,0.011866068
2037.916667,45646.44372,73815.53552,45.75302835,40.82627921,0.003855416,0.011063736
2038,45641.43492,73808.11042,44.63905973,39.84038739,0.003606271,0.01034586
2038.083333,45636.43556,73800.67902,43.55264214,38.87827358,0.003374017,0.009670212
2038.166667,45631.44879,73793.24133,42.49313343,37.939311,0.003154432,0.009036792
2038.25,45626.47145,73785.82251,41.45986073,37.0228667,0.002947514,0.0084456
2038.333333,45621.47209,73778.36595,40.45215729,36.12835078,0.002757488,0.007896636
2038.416667,45616.48846,73770.94713,39.46946394,35.25519175,0.002580131,0.0073899
2038.5,45611.51112,73763.53461,38.51108935,34.40284884,0.002411219,0.006925392
2038.583333,45606.54322,73756.10321,37.57645591,33.57079359,0.002254975,0.006460884
2038.666667,45601.5942,73748.69699,36.66488459,32.75851597,0.002107177,0.006038604
2038.75,45596.64832,73741.28447,35.77582848,31.96553667,0.001967825,0.005658552
2038.833333,45591.70245,73733.89082,34.9086946,31.19139482,0.001841141,0.0052785
2038.916667,45586.7786,73726.49089,34.06288074,30.43564489,0.00171868,0.004940676
2039,45581.84531,73719.10354,33.23783692,29.69785676,0.001608887,0.00464508
2039.083333,45576.94033,73711.72877,32.43301931,28.97761562,0.001503317,0.004349484
2039.166667,45572.05424,73704.36659,31.64788101,28.27451591,0.001406192,0.004053888
2039.25,45567.1587,73696.99812,30.88188125,27.58818893,0.001313291,0.003792074
2039.333333,45562.28833,73689.65481,30.13454074,26.9182414,0.001228835,0.003547152
2039.416667,45557.42426,73682.32409,29.40536787,26.26432306,0.001148602,0.003319121
2039.5,45552.56019,73675.00596,28.6938526,25.62607289,0.001072591,0.003103758
2039.583333,45547.72443,73667.71929,27.99953715,25.0031483,0.001000804,0.002901064
2039.666667,45542.89811,73660.42632,27.32200671,24.39521594,0.000937462,0.00271526
2039.75,45538.09696,73653.17741,26.66080042,23.80193783,0.00087412,0.002542126
2039.833333,45533.28637,73645.9222,26.01555265,23.22300057,0.000819223,0.002377436
2039.916667,45528.51669,73638.71104,25.38575644,22.65807847,0.000764327,0.002221193
2040,45523.72812,73631.49987,24.77111375,22.10686738,0.000717876,0.002077618
2040.083333,45518.97417,73624.32018,24.17119599,21.56905234,0.000671425,0.001942488
2040.166667,45514.22965,73617.17194,23.58567745,21.04434148,0.000624974,0.001820027
2040.25,45509.49457,73610.0237,23.0141833,20.53242908,0.000586969,0.001701788
2040.333333,45504.77837,73602.9258,22.45637249,20.03302326,0.000548964,0.001591996
2040.416667,45500.08105,73595.84678,21.91194699,19.54583059,0.000510959,0.001486426
2040.5,45495.41519,73588.79293,21.3805427,19.07057609,0.000481399,0.001389301
2040.583333,45490.75562,73581.77054,20.86188311,18.60696633,0.000447617,0.001300622
2040.666667,45486.10549,73574.77962,20.35566865,18.154734,0.000419324,0.001216166
2040.75,45481.47109,73567.82016,19.86161818,17.71359491,0.000392298,0.001135933
2040.833333,45476.88703,73560.88586,19.37941831,17.28328942,0.000366961,0.001064146
2040.916667,45472.29039,73553.98303,18.90881095,16.86353793,0.000343314,0.000992358
2041,45467.7315,73547.11166,18.44955338,16.45409773,0.000321355,0.000929016
2041.083333,45463.18834,73540.28434,18.00135984,16.05469997,0.000300663,0.000869897
2041.166667,45458.66406,73533.48848,17.56398455,15.66509731,0.000281238,0.000810778
2041.25,45454.16181,73526.72408,17.13717709,15.28504549,0.00026308,0.000760104
2041.333333,45449.6627,73519.99115,16.72070856,14.91430178,0.000246189,0.00070943
2041.416667,45445.21393,73513.30855,16.31431935,14.55262499,0.000230143,0.00066298
2041.5,45440.78403,73506.63854,15.91780819,14.19979083,0.000215363,0.000620752
2041.583333,45436.36358,73500.01887,15.53090778,13.85557041,0.000201428,0.000578524
2041.666667,45431.99661,73493.44954,15.15341535,13.51974249,0.000188337,0.000540518
2041.75,45427.62964,73486.89909,14.78511427,13.19209508,0.000176091,0.000506736
2041.833333,45423.30357,73480.38639,14.42579869,12.87241772,0.000164689,0.000472954
2041.916667,45418.98065,73473.92403,14.07523818,12.56050915,0.000154132,0.000443394
2042,45414.70178,73467.49943,13.7332238,12.25616735,0.000143997,0.000414679
2042.083333,45410.44807,73461.11258,13.39956353,11.95920722,0.000134707,0.000387653
2042.166667,45406.21639,73454.76348,13.07406225,11.66943748,0.000125839,0.000362316
2042.25,45402.00044,73448.45844,12.75650798,11.38667841,0.000117816,0.000339091
2042.333333,45397.83168,73442.19114,12.44671021,11.11075332,0.000110215,0.000317132
2042.416667,45393.66607,73435.9679,12.14448383,10.84148939,0.000103036,0.000296441
2042.5,45389.53822,73429.78241,11.84964294,10.57872532,9.63E-05,0.000277438
2042.583333,45385.45126,73423.63467,11.56201397,10.3223021,8.99E-05,0.00025928
2042.666667,45381.38633,73417.54986,11.2814064,10.07205843,8.40E-05,0.000242389
2042.75,45377.33713,73411.49651,11.00764896,9.827848369,7.85E-05,0.000226764
2042.833333,45373.30996,73405.4935,10.74057034,9.589521357,7.35E-05,0.000211985
2042.916667,45369.34256,73399.53454,10.4800054,9.356938368,6.88E-05,0.000198472
2043,45365.38775,73393.61334,10.22580129,9.129959604,6.42E-05,0.000185381
2043.083333,45361.44867,73387.74247,9.97778518,8.90845141,6.00E-05,0.000173557
2043.166667,45357.55992,73381.92194,9.735808817,8.692283207,5.62E-05,0.000162156
2043.25,45353.68691,73376.13288,9.499713202,8.481329021,5.24E-05,0.000152021
2043.333333,45349.84222,73370.40044,9.26936161,8.275465953,4.90E-05,0.000141886
2043.416667,45346.05101,73364.71206,9.044600416,8.074571872,4.60E-05,0.000133018
2043.5,45342.28183,73359.07401,8.825304417,7.878530024,4.31E-05,0.00012415
2043.583333,45338.52837,73353.47372,8.611326899,7.687225956,4.01E-05,0.000116127
2043.666667,45334.80638,73347.91747,8.402529602,7.500547525,3.75E-05,0.000108526
2043.75,45331.119,73342.41157,8.198790395,7.318390265,3.51E-05,0.000101769
2043.833333,45327.46308,73336.9623,7.999992521,7.140644334,3.28E-05,0.000095013
2043.916667,45323.85435,73331.55078,7.806002328,6.967208341,3.07E-05,8.87E-05
2044,45320.24248,73326.19589,7.616699989,6.797975515,2.87E-05,8.32E-05
2044.083333,45316.68094,73320.87876,7.43197259,6.632852915,2.69E-05,7.77E-05
2044.166667,45313.14773,73315.61197,7.251727187,6.471739149,2.51E-05,7.26E-05
2044.25,45309.63339,73310.40181,7.075826288,6.314541272,2.35E-05,6.80E-05
2044.333333,45306.18197,73305.2357,6.904173876,6.161165575,2.20E-05,0.000063342
2044.416667,45302.7337,73300.11364,6.736677008,6.011521034,2.05E-05,5.95E-05
2044.5,45299.33577,73295.04191,6.573227379,5.865518164,1.92E-05,5.57E-05
2044.583333,45295.96616,73290.01424,6.413723598,5.723070935,1.79E-05,5.19E-05
2044.666667,45292.61857,73285.0369,6.258077714,5.584091396,1.68E-05,4.86E-05
2044.75,45289.31188,73280.10361,6.106195631,5.448498126,1.57E-05,4.56E-05
2044.833333,45286.04294,73275.23324,5.957984408,5.316207017,1.47E-05,4.27E-05
2044.916667,45282.80547,73270.40063,5.813361471,5.187140488,1.38E-05,3.97E-05
2045,45279.58373,73265.62465,5.672235797,5.061216733,1.29E-05,3.71E-05
